cluster,Z1,Z2
19,108.2580733543912,107.47676815556324
19,108.25458776289123,107.02561236445167
19,107.89825193764536,106.94966627264016
19,107.45537885219592,107.00752218209402
19,107.92226188985522,106.65307175279456
19,107.48297381302568,106.70994037180112
19,107.0769235074043,106.74969953633445
19,107.48668119063554,106.4219747952072
19,107.0671232372332,106.44774557243193
19,106.72658760751985,106.43453932415866
19,107.11437785416555,106.1562099680528
19,106.8145909892841,106.18377238443202
19,106.62405360349057,106.28726648464776
19,106.8385673337857,105.87957450380868
19,106.61830531224166,105.9542681771932
19,106.27407402681484,105.94678555356036
19,106.621611595404,106.69871045461566
19,106.28304162697331,106.69750294359248
19,107.63508738163308,107.65960927369426
19,107.60002843786478,107.09457751582528
19,107.82960892817034,107.12519762174124
19,107.84050078061576,106.82565576031315
19,107.6218948586801,106.7450122234049
19,107.17712844520746,106.8684852800237
19,107.637945398357,106.39744921714356
19,107.15806308033956,106.485745127328
19,106.82321787956133,106.45883931149922
19,107.177389190627,106.13082537276112
19,106.86894497809544,106.1310349942554
19,106.56440240313997,106.19117039261594
19,106.8787211392993,105.48967189477996
19,106.5451011266942,105.52063318411774
19,106.15752247382892,105.5063606132654
20,109.03221569275313,107.62048414442891
20,109.03153819029988,107.68854357151596
20,107.63806526561568,107.69711556774703
20,109.03461554338848,107.0848063365944
20,107.608473728335,106.8012675260591
20,107.6549556590793,106.77655771481216
20,107.19762928288232,106.90574209454536
20,107.6741437105912,106.50349392015195
20,107.18257270389934,106.59367685722596
20,106.87046035709584,106.57357154351674
20,107.19243681134168,106.34796517675896
20,106.89668765573728,106.34416259193344
20,106.6319884482073,106.37620010381195
20,106.89337469831538,106.14619440519864
20,106.6122170637002,106.1614582415414
20,106.3315423602152,106.13710549874308
20,106.68162488412354,105.995148385622
20,106.45858603501549,106.0271306828076
20,106.46945197511371,106.06469661487206
20,106.06507795713308,106.08978245723512
20,106.2625388270887,106.21629395366016
20,109.46717094439072,107.99944029200611
20,108.389160064055,105.14056241888235
20,108.03323290360775,105.23169903177102
20,106.96314986892486,105.39835920206616
20,108.0527210838171,107.64511248654588
20,106.98072708493588,107.68640538098728
20,105.46084343074531,107.69722301859038
20,106.98374117057048,107.06417721867344
20,105.4533472079638,107.0737943877892
20,107.6920065200947,107.06983561842864
20,105.35688126943327,106.15194678670298
20,107.64215901460324,106.11018899230854
20,107.65691134244686,106.02159335923756
20,106.98874006363712,105.97922917353786
20,106.2052798350691,106.08690580893015
20,108.0764170458058,106.68578026637988
20,108.28147318268618,107.7048376071002
20,108.27540264843118,106.74896854365076
20,107.68142061132932,106.72829189155934
20,108.29679517838912,107.79318205793044
20,107.74839280466584,107.80627724115696
20,106.95307095529488,107.86267979840932
20,107.75650500915307,107.3767160685697
20,106.92264932006934,107.4218173142675
20,107.8293104832683,107.3980170458164
20,106.87591100788708,106.50733671115567
20,107.7984581788627,106.45740333644208
20,107.85729156992068,106.21322154843308
20,107.45671606487574,106.24898162387454
20,107.46380452122416,106.19071161886367
21,107.64925202120168,106.85763334374104
21,107.1276401926268,106.93678355312728
21,107.6696332315066,106.52666880574802
21,107.13525236360196,106.59077368308564
21,106.95353731524908,106.60058059139546
21,107.15039542127732,106.29847917283956
21,106.97457071168576,106.31505239326069
21,106.65073136214,106.34340413434116
21,107.00369622254192,106.0316301141328
21,106.68929744181992,106.06876456673092
21,106.42784643170845,106.1151432776046
21,106.7030331913948,105.610462755105
21,106.4300040040398,105.6472411396768
21,106.1200041996184,105.65008351384915
21,107.7337602202543,106.89461570296616
21,107.75285988019633,106.58276184678944
21,107.25035222220168,107.02905846363836
21,107.23330212369808,106.67904349024856
21,106.98955603088368,106.65557749530728
21,107.22703615949332,106.45417352252014
21,106.988613201412,106.4366985040222
21,106.65334865678446,106.43548475483442
21,107.02422835714002,105.89137530211296
21,106.7166405554266,105.91844599368272
21,106.5706423139478,106.00041712046963
21,106.72230279650516,105.6638405642873
21,106.54768701562344,105.71312313159925
21,105.94192362397796,105.68084355863168
21,106.59671271460816,104.91720789592452
21,106.04409755130855,104.932258694371
21,106.5782651991999,105.6614025247194
21,106.568163219482,105.2213263510104
21,107.56377095961189,107.27414930511098
21,107.556052587832,107.00648800375846
21,107.2540370383834,106.9923315152771
21,107.55340093504228,106.5838317496069
21,107.25532455021036,106.5710874235158
21,106.99531896616588,106.57308916511292
21,107.22229851520676,106.1462692650751
21,106.94017161974082,106.1140737993363
21,106.44642473917196,106.0314308397186
