nom;time;x;y;z;omega;phi;kappa;M11;M12;M13;M21;M22;M23;M31;M32;M33
Job_20240422_0938_Track11_Sphere_00050.jpg;116770.4663450000;253607.8459630010;41971.5483804168;392.2057935782;-106.2162678603;-60.8563689397;193.1677656025;-0.5735308570;-0.0617890154;-0.8168503373;-0.8187246575;0.0098491226;0.5741018464;-0.0274279287;0.9980406366;-0.0562369662
Job_20240422_0938_Track11_Sphere_00051.jpg;116770.8799720000;253610.2983133932;41969.6970323566;392.2112206137;-106.4088247374;-61.4188713596;192.9148869747;-0.5660857619;-0.0632626177;-0.8219152945;-0.8238566640;0.0090555887;0.5667258539;-0.0284096342;0.9979558294;-0.0572455690
Job_20240422_0938_Track11_Sphere_00052.jpg;116771.3392430000;253612.8170441805;41967.8369872412;392.2168810274;-106.3798939123;-62.3729412928;193.1201013064;-0.5539778432;-0.0601020990;-0.8303591313;-0.8321641182;0.0103515085;0.5544327973;-0.0247271052;0.9981385595;-0.0557493166
Job_20240422_0938_Track11_Sphere_00053.jpg;116771.8178030000;253615.3076203052;41966.0674326597;392.2173886560;-106.5391239913;-63.7410427576;193.0102388511;-0.5360097319;-0.0590887689;-0.8421413686;-0.8438938599;0.0101275714;0.5364145650;-0.0231672295;0.9982013573;-0.0552931261
Job_20240422_0938_Track11_Sphere_00054.jpg;116772.2963740000;253617.7566211451;41964.4085416226;392.2094420055;-107.4606795320;-65.3755614636;192.1415389858;-0.5135221164;-0.0637133247;-0.8557076886;-0.8577682920;0.0113961459;0.5139101917;-0.0229911573;0.9979031717;-0.0605034427
Job_20240422_0938_Track11_Sphere_00055.jpg;116772.7641140000;253620.2635869800;41962.8057673806;392.2066674922;-107.1201095462;-67.3112912121;192.1729186102;-0.4874974926;-0.0602404410;-0.8710437899;-0.8727551755;0.0046112621;0.4881363947;-0.0253889405;0.9981732442;-0.0548231353
Job_20240422_0938_Track11_Sphere_00056.jpg;116773.2206630000;253622.8293302688;41961.2835254166;392.1838178476;-107.7012617412;-70.0193584254;191.1688629066;-0.4493610713;-0.0627379375;-0.8911445331;-0.8928205993;-0.0028051518;0.4504037173;-0.0307571960;0.9980260930;-0.0547531969
Job_20240422_0938_Track11_Sphere_00057.jpg;116773.6560070000;253625.4289106031;41959.8918329710;392.1669935575;-107.8164545257;-72.9707974583;191.1586857313;-0.4079662184;-0.0570250504;-0.9112144140;-0.9126016312;-0.0038994322;0.4088313310;-0.0268668461;0.9983651326;-0.0504503174
Job_20240422_0938_Track11_Sphere_00058.jpg;116774.0879940000;253628.1355747154;41958.6082003554;392.1378295925;-110.3523667923;-76.4252486716;188.3135220262;-0.3558249888;-0.0660628049;-0.9322147194;-0.9340133068;-0.0087442496;0.3571311814;-0.0317446058;0.9977771514;-0.0585921164
Job_20240422_0938_Track11_Sphere_00059.jpg;116774.5026240000;253630.8781851688;41957.4936189055;392.1325061731;-111.1685249612;-79.5076792098;187.2729280880;-0.3100616068;-0.0628256064;-0.9486383627;-0.9501343245;-0.0144359390;0.3115066116;-0.0332650773;0.9979201105;-0.0552167347
Job_20240422_0938_Track11_Sphere_00060.jpg;116774.9105250000;253633.6706112154;41956.5037696017;392.1132604089;-110.1109667103;-81.2954053588;188.8533306706;-0.2851742494;-0.0504481661;-0.9571471308;-0.9582010844;-0.0088971198;0.2859572051;-0.0229418693;0.9986870500;-0.0458022581
Job_20240422_0938_Track11_Sphere_00061.jpg;116775.3071540000;253636.4071944703;41955.5752021298;392.0993416049;-112.3776907759;-81.3732488224;186.1002058056;-0.2815838329;-0.0624762408;-0.9575005297;-0.9590054552;-0.0148746411;0.2829969646;-0.0319230632;0.9979356013;-0.0557265973
Job_20240422_0938_Track11_Sphere_00062.jpg;116775.7178280000;253639.2937488526;41954.6234610658;392.1005275100;-112.1511311315;-82.3029068281;186.2116602341;-0.2680074940;-0.0589718847;-0.9616102641;-0.9628573909;-0.0176143457;0.2694352975;-0.0328272429;0.9981042288;-0.0520607384
Job_20240422_0938_Track11_Sphere_00063.jpg;116776.1332000000;253642.2058329791;41953.7046426404;392.0793069284;-111.6102713714;-84.5888408163;185.8629653990;-0.2338341262;-0.0527968598;-0.9708419506;-0.9712420561;-0.0333645158;0.2357449418;-0.0448382642;0.9980477447;-0.0434767682
Job_20240422_0938_Track11_Sphere_00064.jpg;116776.5449370000;253645.0479886024;41952.9312547296;392.0376893934;-118.8662271792;-86.9045439261;178.3136514213;-0.1925184638;-0.0682413542;-0.9789176465;-0.9800142615;-0.0375473370;0.1953515925;-0.0500868080;0.9969620429;-0.0596489447
Job_20240422_0938_Track11_Sphere_00065.jpg;116776.9811460000;253648.0458594412;41952.2678817855;392.0336826229;-124.0497371506;-90.0813418027;173.2386528520;-0.1416629769;-0.0633250390;-0.9878874128;-0.9888146779;-0.0379864515;0.1442309341;-0.0466597668;0.9972697574;-0.0572354542
Job_20240422_0938_Track11_Sphere_00066.jpg;116777.4261480000;253651.0513322494;41951.7816504017;392.0387491891;-137.1289467492;-93.7022941630;160.2207474323;-0.0801016488;-0.0577739521;-0.9951109970;-0.9958238092;-0.0392316988;0.0824367328;-0.0438025907;0.9975585418;-0.0543901532
Job_20240422_0938_Track11_Sphere_00067.jpg;116777.8693550000;253654.0210778231;41951.4813883491;392.0336969309;-162.5590435626;-96.2711373882;134.6617655561;-0.0303211099;-0.0500748031;-0.9982851018;-0.9985544527;-0.0428277116;0.0324775643;-0.0443805740;0.9978267892;-0.0487038338
Job_20240422_0938_Track11_Sphere_00068.jpg;116778.3261720000;253657.0766881916;41951.3154633762;391.9986243220;184.0664910085;-96.5039408047;81.3672400598;0.0158364962;-0.0525541501;-0.9984924971;-0.9989935389;-0.0427445290;-0.0135946490;-0.0419656363;0.9977028448;-0.0531781800
Job_20240422_0938_Track11_Sphere_00069.jpg;116778.7729260000;253660.0842460070;41951.2895122794;391.9853866836;150.8566491228;-95.1514240827;48.0032874837;0.0554628160;-0.0520884409;-0.9971011335;-0.9975217967;-0.0461897531;-0.0530732679;-0.0432913514;0.9975737071;-0.0545211690
Job_20240422_0938_Track11_Sphere_00070.jpg;116779.2274800000;253663.1074675359;41951.3662095703;391.9690250345;148.8391180103;-94.0226741558;46.3250831347;0.0700081914;-0.0623587504;-0.9955954195;-0.9968526572;-0.0415890972;-0.0674916800;-0.0371972178;0.9971869099;-0.0650740636
Job_20240422_0938_Track11_Sphere_00071.jpg;116779.6823030000;253666.1099178069;41951.4957343554;391.9897429207;152.4051050178;-93.7627647663;51.0457497947;0.0680220179;-0.0702942889;-0.9952043599;-0.9975046786;-0.0236941815;-0.0665056527;-0.0189055852;0.9972448539;-0.0717306081
Job_20240422_0938_Track11_Sphere_00072.jpg;116780.1420510000;253669.0932210202;41951.5572116878;392.0322830305;190.8712155400;-95.6512075743;90.2241345386;0.0104404132;-0.0674543689;-0.9976677332;-0.9998973650;-0.0104935173;-0.0097542576;-0.0098110763;0.9976671761;-0.0675570024
Job_20240422_0938_Track11_Sphere_00073.jpg;116780.6069380000;253672.0547086976;41951.3828352215;392.0607602196;-138.4000272833;-93.5317761005;160.8675424520;-0.0828616860;-0.0584941096;-0.9948428922;-0.9964641882;-0.0090554363;0.0835291612;-0.0138947003;0.9982466820;-0.0575369367
Job_20240422_0938_Track11_Sphere_00074.jpg;116781.0855760000;253675.0654165863;41950.9091327209;392.0573721025;-111.1348935503;-87.4490581070;188.2885268905;-0.1925699603;-0.0358309407;-0.9806288564;-0.9812052661;-0.0055673157;0.1928865749;-0.0123707778;0.9993423581;-0.0340854100
Job_20240422_0938_Track11_Sphere_00075.jpg;116781.5609330000;253677.9078908964;41950.1221724711;391.9786488712;-106.0282276378;-79.0747850296;194.0272236405;-0.3213861469;-0.0302412793;-0.9464652184;-0.9469390524;0.0058638350;0.3213596840;-0.0041684121;0.9995254276;-0.0305212037
Job_20240422_0938_Track11_Sphere_00076.jpg;116782.0220390000;253680.5819069160;41948.9451187458;391.8883732399;-103.7535124258;-69.8279927000;196.5535914413;-0.4557276164;-0.0246954269;-0.8897766436;-0.8901177332;0.0107777380;0.4556031842;-0.0016615356;0.9996369222;-0.0268935503
Job_20240422_0938_Track11_Sphere_00077.jpg;116782.4608190000;253683.0701437901;41947.4030160420;391.7849606210;-102.3006758347;-62.5260778336;197.2420226773;-0.5547086421;-0.0240462477;-0.8316971206;-0.8319390214;0.0001009991;0.5548670601;-0.0132584701;0.9997108421;-0.0200610368
Job_20240422_0938_Track11_Sphere_00078.jpg;116782.8812580000;253685.3969383384;41945.5815427303;391.6533721657;-101.1860930889;-56.3470614434;197.6207055315;-0.6327717994;-0.0236601483;-0.7739767744;-0.7739981707;-0.0102977356;0.6331040896;-0.0229495448;0.9996670216;-0.0117967948
Job_20240422_0938_Track11_Sphere_00079.jpg;116783.2811650000;253687.5131463663;41943.5600077957;391.4911735617;-101.4882366380;-50.5937244213;196.6460497226;-0.6995096107;-0.0368869077;-0.7136705547;-0.7137165470;-0.0142285609;0.7002901104;-0.0359860416;0.9992181464;-0.0163737813
Job_20240422_0938_Track11_Sphere_00080.jpg;116783.6638750000;253689.4744056573;41941.3747612936;391.3442040477;-100.7191071732;-45.4339824565;197.2679049041;-0.7552650169;-0.0324326021;-0.6546165905;-0.6544567423;-0.0167978130;0.7559128296;-0.0355123471;0.9993327573;-0.0085389346
Job_20240422_0938_Track11_Sphere_00081.jpg;116784.0409460000;253691.2877454991;41938.9940346945;391.1741728950;-100.7510978100;-40.6488119299;197.3646409156;-0.8022967471;-0.0332309595;-0.5959996921;-0.5959359055;-0.0128754786;0.8029287755;-0.0343558749;0.9993647609;-0.0094735673
Job_20240422_0938_Track11_Sphere_00082.jpg;116784.3947570000;253692.9123938477;41936.5632845517;391.0215469021;-100.2835459789;-37.5732730270;198.0573584100;-0.8304428287;-0.0253487838;-0.5565268614;-0.5563981457;-0.0125277399;0.8308213763;-0.0280323352;0.9996001675;-0.0037004446
Job_20240422_0938_Track11_Sphere_00083.jpg;116784.7426640000;253694.4454652062;41934.0261563612;390.8504695790;-100.0632723237;-34.8829277467;198.4169421082;-0.8533356821;-0.0212239448;-0.5209297053;-0.5207931102;-0.0119588453;0.8535991579;-0.0243464592;0.9997032211;-0.0008483748
Job_20240422_0938_Track11_Sphere_00084.jpg;116785.0852000000;253695.8745678368;41931.3967729202;390.6695643626;-100.0830367106;-32.2925459161;198.1939774480;-0.8737319264;-0.0247934966;-0.4857754659;-0.4856165885;-0.0124752605;0.8740828890;-0.0277317467;0.9996147510;-0.0011400998
Job_20240422_0938_Track11_Sphere_00085.jpg;116785.4163910000;253697.1806911858;41928.7520790426;390.4873479763;-100.0353383574;-29.7548388482;198.1181315894;-0.8923582036;-0.0263860799;-0.4505558915;-0.4503753921;-0.0127617836;0.8927480849;-0.0293060190;0.9995703635;-0.0004955588
Job_20240422_0938_Track11_Sphere_00086.jpg;116785.7462350000;253698.3973952347;41926.0375211937;390.3085701093;-100.3756148592;-27.1401821245;198.2611627664;-0.9101553150;-0.0248657942;-0.4135202472;-0.4135199452;-0.0053952127;0.9104790753;-0.0248708150;0.9996762396;-0.0053720204
Job_20240422_0938_Track11_Sphere_00087.jpg;116786.0773110000;253699.5197333713;41923.2244680803;390.1406691168;-100.2224190354;-25.0835522294;198.1790030923;-0.9229987633;-0.0264088003;-0.3838956346;-0.3838361740;-0.0074871312;0.9233708542;-0.0272593935;0.9996231881;-0.0032260401
Job_20240422_0938_Track11_Sphere_00088.jpg;116786.3976440000;253700.5264308035;41920.4565955810;389.9716036757;-100.1630124856;-23.1190211909;198.1650106342;-0.9343932561;-0.0269403616;-0.3552231129;-0.3551481920;-0.0076779527;0.9347784822;-0.0279106566;0.9996075560;-0.0023935935
Job_20240422_0938_Track11_Sphere_00089.jpg;116786.7191030000;253701.4625801163;41917.6330334479;389.8076796392;-99.8980948348;-21.3126912450;198.1784117179;-0.9440963426;-0.0270212205;-0.3285604200;-0.3283797115;-0.0110000163;0.9444817440;-0.0291352195;0.9995743360;0.0015118546
Job_20240422_0938_Track11_Sphere_00090.jpg;116787.0474120000;253702.3344337005;41914.7275399081;389.6236743145;-100.1362405184;-19.3796585567;198.2557744040;-0.9536644191;-0.0261352585;-0.2997350898;-0.2996805372;-0.0060719090;0.9540202868;-0.0267535310;0.9996399753;-0.0020416648
Job_20240422_0938_Track11_Sphere_00091.jpg;116787.3647750000;253703.1054999830;41911.8807768403;389.4552879892;-99.9656728498;-17.5704089739;198.5602256844;-0.9619083889;-0.0217581549;-0.2725047414;-0.2724228207;-0.0067014914;0.9621542999;-0.0227608905;0.9997408028;0.0005188029
Job_20240422_0938_Track11_Sphere_00092.jpg;116787.6886150000;253703.8088918044;41908.9584166016;389.2798336707;-99.7795125721;-15.7115692141;199.0213395207;-0.9695853673;-0.0149063802;-0.2442990286;-0.2442154576;-0.0072183729;0.9696941298;-0.0162180708;0.9998628381;0.0033584602
Job_20240422_0938_Track11_Sphere_00093.jpg;116788.0212240000;253704.4196342161;41905.9892935604;389.0981474165;-100.1280127137;-14.0473117207;198.8185727216;-0.9755863583;-0.0181068311;-0.2188684539;-0.2188676385;-0.0020510078;0.9757524021;-0.0181166848;0.9998339542;-0.0019620641
