imj_lon,imj_lat,imj_height,imj_roll,imj_pitch,imj_yaw,imj_exported_image,fid
5.581578266297357,50.64193023526415,109.15607405182544,-1.0398141145706177,-0.3315640091896057,-8.657485961914062,VLg-91001-2023-02-11-083047000_0.jpg,1
5.581574266855011,50.64193037900442,109.14283743680059,-0.5545516610145569,-0.2512042224407196,-9.914100646972656,VLg-91001-2023-02-11-083047000_1.jpg,2
5.581548450601373,50.64193383717617,109.16121073091217,-0.981104850769043,2.2567999362945557,-30.478858947753906,VLg-91001-2023-02-11-083047000_2.jpg,3
5.581525101227049,50.64194412545045,109.17312598464548,-1.4099708795547485,2.121917963027954,-59.24201965332031,VLg-91001-2023-02-11-083047000_3.jpg,4
5.581520498362061,50.64194789645106,109.16763985503648,-1.154231309890747,1.3681344985961914,-66.57650756835938,VLg-91001-2023-02-11-083047000_4.jpg,5
5.581530580804234,50.64192319212615,109.19600645168295,-2.017883062362671,1.5185868740081787,-79.03968811035156,VLg-91001-2023-02-11-083047000_5.jpg,6
5.581530485558967,50.64188551006299,109.21842776548576,-1.2037380933761597,2.224522829055786,268.83819580078125,VLg-91001-2023-02-11-083047000_6.jpg,7
5.581527157021665,50.64184880630146,109.18665962176802,-0.9521495699882507,2.8314547538757324,269.605224609375,VLg-91001-2023-02-11-083047000_7.jpg,8
5.581531357185861,50.64181227671534,109.15557169083614,-0.673692524433136,2.243959665298462,-79.67025756835938,VLg-91001-2023-02-11-083047000_8.jpg,9
5.581550736237564,50.64177835789498,109.16742413787848,-0.4569515883922577,1.3686003684997559,-61.82232666015625,VLg-91001-2023-02-11-083047000_9.jpg,10
5.581583946913532,50.64174960360115,109.21333848329753,-0.38595691323280334,2.2781214714050293,-48.23286437988281,VLg-91001-2023-02-11-083047000_10.jpg,11
5.581623848493528,50.641723927327924,109.21424723395602,-1.456736445426941,1.3673171997070312,-42.98115539550781,VLg-91001-2023-02-11-083047000_11.jpg,12
5.5816642347049035,50.6416981427423,109.26774160873354,-1.703187346458435,1.583593487739563,-45.21363830566406,VLg-91001-2023-02-11-083047000_12.jpg,13
5.581698719634958,50.64166992745134,109.30212245584747,-1.3778610229492188,1.933701992034912,-54.24195861816406,VLg-91001-2023-02-11-083047000_13.jpg,14
5.5817209396873535,50.64163704507607,109.3579311761071,-1.409890055656433,1.956900954246521,-71.4432373046875,VLg-91001-2023-02-11-083047000_14.jpg,15
5.581725537766242,50.641601212934006,109.34209890759598,-2.0696165561676025,3.181175708770752,268.9822082519531,VLg-91001-2023-02-11-083047000_15.jpg,16
5.581710306065315,50.64156571734507,109.36231206868138,-0.5762771368026733,1.7189340591430664,250.63858032226562,VLg-91001-2023-02-11-083047000_16.jpg,17
5.581683994932963,50.64153356379405,109.38130608579289,-0.24378418922424316,1.940839171409607,241.67678833007812,VLg-91001-2023-02-11-083047000_17.jpg,18
5.581654426225522,50.641502091677225,109.39959875642461,1.2270886898040771,2.022675037384033,242.04994201660156,VLg-91001-2023-02-11-083047000_18.jpg,19
5.581630667110367,50.64146878882812,109.38672995090283,2.0417568683624268,2.544405221939087,251.18475341796875,VLg-91001-2023-02-11-083047000_19.jpg,20
5.581618500037488,50.641432973502475,109.35504814363343,2.4841408729553223,2.8113880157470703,264.69036865234375,VLg-91001-2023-02-11-083047000_20.jpg,21
5.5816208784361505,50.641396718046536,109.3095761429836,2.3388421535491943,2.787214756011963,-80.82052612304688,VLg-91001-2023-02-11-083047000_21.jpg,22
5.581637160177134,50.64136228809472,109.25592687119605,3.231509208679199,2.427659511566162,-65.5640869140625,VLg-91001-2023-02-11-083047000_22.jpg,23
5.581668887268643,50.641332332725725,109.26511452926214,2.488391876220703,1.874110221862793,-48.40875244140625,VLg-91001-2023-02-11-083047000_23.jpg,24
5.581712782602745,50.64130893992479,109.26879573548877,2.4586892127990723,2.525829553604126,-32.606056213378906,VLg-91001-2023-02-11-083047000_24.jpg,25
5.5817642733135235,50.641293867899876,109.23096712335527,2.2705345153808594,3.239084482192993,-17.914573669433594,VLg-91001-2023-02-11-083047000_25.jpg,26
5.581820422864358,50.64128795738234,109.16934883113369,1.8315129280090332,2.4090466499328613,-2.9435958862304688,VLg-91001-2023-02-11-083047000_26.jpg,27
5.581877124249385,50.64129110567836,109.15524149015677,2.203044891357422,2.4553799629211426,11.91656494140625,VLg-91001-2023-02-11-083047000_27.jpg,28
5.581930665116264,50.64130346124948,109.13014673164305,2.467970132827759,2.4963247776031494,27.003238677978516,VLg-91001-2023-02-11-083047000_28.jpg,29
5.581976750150437,50.641324391281145,109.11862407018207,2.3615615367889404,2.3332338333129883,42.58867263793945,VLg-91001-2023-02-11-083047000_29.jpg,30
5.582012636302513,50.64135272179496,109.11095869768776,2.1044864654541016,2.3726296424865723,58.21073532104492,VLg-91001-2023-02-11-083047000_30.jpg,31
5.582034729540907,50.641385807833075,109.1224942385663,1.5772895812988281,2.028154134750366,74.27600860595703,VLg-91001-2023-02-11-083047000_31.jpg,32
5.582041070571656,50.641421653812245,109.14497455810343,1.3917185068130493,1.9406275749206543,91.02035522460938,VLg-91001-2023-02-11-083047000_32.jpg,33
5.582031060271554,50.64145756595911,109.1564723548507,1.7661045789718628,2.2170708179473877,107.64497375488281,VLg-91001-2023-02-11-083047000_33.jpg,34
5.582005744614177,50.6414900667455,109.17016198680996,1.3572485446929932,1.9629942178726196,123.04676818847656,VLg-91001-2023-02-11-083047000_34.jpg,35
5.58196954712735,50.64151834223671,109.1851534729038,0.7670930624008179,2.079282283782959,134.07742309570312,VLg-91001-2023-02-11-083047000_35.jpg,36
5.581928269716788,50.64154363067799,109.19701321421417,0.19083477556705475,2.132943630218506,138.4918212890625,VLg-91001-2023-02-11-083047000_36.jpg,37
5.581888639359393,50.64156917595989,109.20813269973111,-0.1966489553451538,2.125168561935425,133.65634155273438,VLg-91001-2023-02-11-083047000_37.jpg,38
5.581856210297917,50.64159770289464,109.22791051416823,-0.6248278617858887,0.6757425665855408,123.5707015991211,VLg-91001-2023-02-11-083047000_38.jpg,39
5.581833021334062,50.64163088564325,109.27715803931872,-1.4717555046081543,2.202681541442871,110.89279174804688,VLg-91001-2023-02-11-083047000_39.jpg,40
5.581822104007249,50.64166781200268,109.24467927757523,0.17050544917583466,1.918565034866333,99.4872817993164,VLg-91001-2023-02-11-083047000_40.jpg,41
5.581818550781586,50.64170591898483,109.21432429532712,-0.2217414230108261,2.706683874130249,93.25312042236328,VLg-91001-2023-02-11-083047000_41.jpg,42
5.58181915438322,50.641742631425956,109.18167897830692,0.2095339596271515,2.765136957168579,90.6594467163086,VLg-91001-2023-02-11-083047000_42.jpg,43
5.581821708225288,50.641779450991976,109.17584664664173,1.2508854866027832,1.8995506763458252,89.55779266357422,VLg-91001-2023-02-11-083047000_43.jpg,44
5.581823677184401,50.641814959023755,109.17746600381318,0.5371904373168945,2.486187696456909,89.40765380859375,VLg-91001-2023-02-11-083047000_44.jpg,45
5.581826532758855,50.64185203575377,109.1692652690428,1.4311102628707886,2.488118886947632,89.49088287353516,VLg-91001-2023-02-11-083047000_45.jpg,46
5.5818284525559125,50.641888473572514,109.15009461171203,0.7590304613113403,2.1688077449798584,89.62356567382812,VLg-91001-2023-02-11-083047000_46.jpg,47
5.581831085996348,50.64192523550694,109.14068510089352,1.7749398946762085,2.360135555267334,89.8491439819336,VLg-91001-2023-02-11-083047000_47.jpg,48
5.581833195474394,50.64196243835974,109.13650134900813,1.9342622756958008,2.5064949989318848,90.1308822631836,VLg-91001-2023-02-11-083047000_48.jpg,49
5.5818350789402436,50.64199923177618,109.1274452343204,2.385465145111084,2.28147554397583,90.63247680664062,VLg-91001-2023-02-11-083047000_49.jpg,50
5.58183654636311,50.64203470369586,109.11519454162088,2.6538326740264893,2.4302334785461426,90.97705078125,VLg-91001-2023-02-11-083047000_50.jpg,51
5.581837398418881,50.642071188712784,109.11975458933257,1.9901736974716187,2.0540835857391357,90.9595718383789,VLg-91001-2023-02-11-083047000_51.jpg,52
5.581838736841783,50.64210744443488,109.11307365310776,1.9555646181106567,2.288179397583008,90.64373016357422,VLg-91001-2023-02-11-083047000_52.jpg,53
5.581839995666871,50.642142819170225,109.11973252520355,1.1144585609436035,2.353539228439331,90.15174102783203,VLg-91001-2023-02-11-083047000_53.jpg,54
5.581842461979945,50.64217833115197,109.12694886508119,1.6171565055847168,2.395273208618164,89.80005645751953,VLg-91001-2023-02-11-083047000_54.jpg,55
