cluster,centroid_xf,centroid_yf,mean_distance_to_centroid,mean_camera_distance1,mean_camera_distance2,Z1,Z2,H1,H2,mean_camera_distance
0,235899.65961630954,148939.71905713438,0.0912821056750633,12.171069724767994,7.930542652235132,105.82912307320449,106.16154099837836,0.0,0.0,12.171069724767994
0,235593.91965738032,149040.43981633638,0.0,217.15895104215807,218.47828246331372,36.5741178367859,48.03218376900789,0.0,0.0,217.15895104215807
0,235673.9458284232,148962.76160468697,0.0,124.93130125831308,106.95208546532294,92.25382571079125,78.66085559349136,0.0,0.0,124.93130125831308
0,235673.9458284232,148962.76160468697,0.0,124.93130125831308,106.95208546532294,92.25382571079125,78.66085559349136,0.0,0.0,124.93130125831308
1,235708.9525144281,148928.78201114648,0.0,58.16601324976173,63.54217701034158,92.05907624224976,93.37380186633783,0.0,0.0,58.16601324976173
0,235694.90557015885,148843.2860920841,0.12083640208016122,5.448118772965393,7.86624097234949,107.81550617501476,108.66010236975454,0.0,0.0,5.448118772965393
0,235694.95042260023,148843.2697593243,0.12202692131058329,6.001191940594556,7.535454330599447,108.02903836815095,108.2304453824296,0.0,0.0,6.001191940594556
0,235694.94710872797,148843.27941305138,0.13089129988043016,6.94179413826587,6.612966353628397,108.3441121449258,108.14314156883631,0.0,0.0,6.94179413826587
0,235694.90658473884,148843.33342347728,0.12224918959221327,8.495321162436124,6.079286503963086,108.54409531411572,108.00546094894855,0.0,0.0,8.495321162436124
0,235624.21449432545,148513.21764097226,0.08322938638347373,10.304818394480678,7.708738331461236,107.7262749748492,108.43940421331465,0.0,0.0,10.304818394480678
0,235624.24792514954,148513.3089358647,0.1430231369060801,9.523991341654842,8.735795051455657,107.93011275830885,108.72562286128355,0.0,0.0,9.523991341654842
0,235624.22861842852,148513.25034045725,0.15928960710041673,8.105289297155075,8.572771926495552,108.28928357825909,108.46620775359203,0.0,0.0,8.105289297155075
0,235624.2323516336,148513.24973402498,0.1555155137787195,8.199035846830135,7.380907793318122,108.63489558858015,108.3462298798676,0.0,0.0,8.199035846830135
0,235624.2044004471,148513.21497627816,0.12275017340125342,8.734135806147583,6.102447931714717,108.56438840092945,108.3958027938989,0.0,0.0,8.734135806147583
0,235624.2165965189,148513.1999972097,0.10120082665156409,6.833119281553604,7.047400001496549,108.16617333088321,108.68726249235807,0.0,0.0,6.833119281553604
0,235624.22906505215,148513.25968681878,0.11048528325408509,5.669654744581742,7.416551564332091,108.39776367221127,108.78815614334881,0.0,0.0,5.669654744581742
0,235965.19010004142,148556.8015174872,0.10796144522216607,5.348079624545747,7.4351668608247445,107.49641042463831,107.98927304458446,0.0,0.0,5.348079624545747
1,240270.6916169397,148707.97025143338,0.0,4684.852854450232,4679.628728519677,-1390.6348533384917,-1443.2482519543937,0.0,0.0,4684.852854450232
0,240270.6916169397,148707.97025143338,0.0,4684.852854450232,4679.628728519677,-1390.6348533384917,-1443.2482519543937,0.0,0.0,4684.852854450232
0,240270.6916169397,148707.97025143338,0.0,4684.852854450232,4679.628728519677,-1390.6348533384917,-1443.2482519543937,0.0,0.0,4684.852854450232
0,235461.31415510326,147610.71416793484,0.2893131639720505,6.04198203086629,5.251512019941884,110.14877051328848,110.28800605138584,0.0,0.0,6.04198203086629
1,235456.88411468966,147562.6482259517,0.40329885139382354,53.540143453717434,91.4099042048048,107.96985386565413,90.10210771266928,0.0,0.0,53.540143453717434
0,235456.88411468966,147562.6482259517,0.40329885139382354,53.540143453717434,91.4099042048048,107.96985386565413,90.10210771266928,0.0,0.0,53.540143453717434
