cluster,centroid_xf,centroid_yf,mean_distance_to_centroid,mean_camera_distance1,mean_camera_distance2,Z1,Z2,H1,H2,mean_camera_distance
0,253652.46631,41805.32902,0.0242194770473164,7.616728543782478,7.884266619663386,381.6783475948025,380.8397021553593,0.0,0.0,7.616728543782478
0,253652.48858,41805.2704,0.0590373664327774,7.07462407491207,9.804562684465466,381.2625418408843,380.279906918116,0.0,0.0,7.07462407491207
0,253652.48725,41805.22843,0.0778513629168788,7.256922193499445,10.594813466696465,380.9161281321172,380.07872792382506,0.0,0.0,7.256922193499445
1,253992.42402,41998.16298,0.0486957499835088,8.833415993419022,11.133954519810072,391.4214910405937,390.9671438050812,0.0,0.0,8.833415993419022
1,253992.39984,41998.21928,0.0660737034336556,9.47068675141965,14.065488262321566,391.29836006245074,390.6873071063576,0.0,0.0,9.47068675141965
1,253992.38887,41998.22871,0.1014518394255031,10.529903013077158,15.262366523236231,391.0951395051807,390.5487841279892,0.0,0.0,10.529903013077158
