cluster,centroid_xf,centroid_yf,mean_distance_to_centroid,mean_camera_distance1,mean_camera_distance2,Z1,Z2,H1,H2,mean_camera_distance
0,253669.22322167555,41810.67178295799,0.4487062603863882,2.2037546068257856,6.5495522388441,383.37905510310173,386.5910330299981,0.0,0.0,2.2037546068257856
1,253681.87215349305,41821.97558444702,0.40922605984189675,19.167580950752246,27.84227926570139,385.4867379255712,405.71085753391674,0.0,0.0,19.167580950752246
0,253663.8736948982,41806.45147289123,0.06960303184260506,4.073758295635745,6.981276123083861,386.00342501561596,396.11425099848475,0.0,0.0,4.073758295635745
0,253663.8736948982,41806.45147289123,0.06960303184260506,4.073758295635745,6.981276123083861,386.00342501561596,396.11425099848475,0.0,0.0,4.073758295635745
0,253663.8736948982,41806.45147289123,0.06960303184260506,4.073758295635745,6.981276123083861,386.00342501561596,396.11425099848475,0.0,0.0,4.073758295635745
0,254150.96148496593,41922.243101344095,0.398444813702425,1.5418151756936225,6.004602905934133,390.3241365558671,391.5500321814991,0.0,0.0,1.5418151756936225
0,254150.96148496593,41922.243101344095,0.398444813702425,1.5418151756936225,6.004602905934133,390.3241365558671,391.5500321814991,0.0,0.0,1.5418151756936225
0,253962.61562354155,41999.79379295754,0.033332986371289904,5.72444952946002,9.660293567096662,393.3013906311309,393.9229801978586,0.0,0.0,5.72444952946002
0,253962.9435518585,41999.69425370288,0.3635731486944247,6.365694941106653,11.288020469402312,393.41769863988833,394.51555445201114,0.0,0.0,6.365694941106653
0,253963.1975100988,41999.615253523756,0.4180539659673997,8.069983997403694,12.006075682716043,393.66770126575847,394.74758557406955,0.0,0.0,8.069983997403694
0,254158.0118537017,42421.63816153238,0.34340840919769317,0.9247118120617435,9.967377611835829,418.3310939107055,424.14820659219424,0.0,0.0,0.9247118120617435
0,254376.36987359216,42619.66055724528,0.2277444055664424,304.743724056481,349.1173367284496,612.1930381703507,595.6585736750344,0.0,0.0,304.743724056481
0,254376.36987359216,42619.66055724528,0.2277444055664424,304.743724056481,349.1173367284496,612.1930381703507,595.6585736750344,0.0,0.0,304.743724056481
